URLLength,DomainLength,IsDomainIP,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,TLD_freq
25,17,0,83.0449827,1.0,0.5229071,0.05890403,3,0,0,0,0.0,16,0.64,0,0.0,0,0,0,2,0.08,0,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.064648975,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
32,25,0,100.0,0.529411765,0.0799628,0.062676196,3,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,0.07914659914283514
31,24,0,100.0,1.0,0.0384199,0.057249429,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.03032584240827395
30,23,0,100.0,1.0,0.5229071,0.061529741,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.4765905027502844
42,30,0,61.63124073,0.481481481,0.0129268,0.05494641,2,1,0,0,0.0,30,0.714,0,0.0,0,0,0,4,0.095,1,0.01795597833990607
38,30,0,70.43444329,0.461538462,0.5229071,0.056640942,3,1,0,0,0.0,26,0.684,0,0.0,0,0,0,4,0.105,1,0.4765905027502844
38,29,0,41.77566389,0.791666667,0.0017656,0.058969732,4,1,0,0,0.0,27,0.711,0,0.0,0,0,0,3,0.079,1,0.0063046955867130895
47,39,0,38.90203813,0.742857143,0.5229071,0.064877104,3,1,0,0,0.0,36,0.766,0,0.0,0,0,0,4,0.085,0,0.4765905027502844
33,26,0,100.0,0.722222222,0.5229071,0.063435729,3,1,0,0,0.0,19,0.576,0,0.0,0,0,0,2,0.061,1,0.4765905027502844
23,16,0,100.0,1.0,0.5229071,0.071181849,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
62,53,0,15.20509474,0.326530612,0.5229071,0.03806522,3,1,0,0,0.0,38,0.613,13,0.21,0,0,0,3,0.048,1,0.4765905027502844
23,16,0,100.0,1.0,0.5229071,0.064399204,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.4765905027502844
26,20,0,54.70972703,0.636363636,0.0004041,0.053873336,4,2,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,0.0017151851630067495
29,22,0,100.0,0.866666667,0.028555,0.060873546,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,0.027271871818780637
86,7,0,9.062650216,1.0,0.0129268,0.040541988,2,0,0,0,0.0,65,0.756,7,0.081,1,1,0,4,0.07,1,0.01795597833990607
20,13,0,100.0,1.0,0.0799628,0.060582928,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.07914659914283514
24,17,0,100.0,1.0,0.5229071,0.066032892,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
28,21,0,100.0,1.0,0.5229071,0.060897104,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,0.4765905027502844
46,38,0,36.51013347,0.344827586,0.0004041,0.036414245,4,2,0,0,0.0,25,0.543,6,0.13,0,0,0,4,0.087,0,0.0017151851630067495
24,17,0,100.0,1.0,0.0036307,0.055017783,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.002497925524179406
33,17,0,49.38271605,1.0,0.5229071,0.058315658,3,0,0,0,0.0,23,0.697,0,0.0,0,0,0,3,0.091,0,0.4765905027502844
28,21,0,100.0,1.0,0.5229071,0.061884021,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,0.4765905027502844
29,23,0,52.4099723,0.733333333,0.5229071,0.042154622,3,1,0,0,0.0,16,0.552,1,0.034,0,0,0,1,0.034,0,0.4765905027502844
36,29,0,100.0,1.0,0.5229071,0.051444945,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,0.4765905027502844
18,12,0,86.45833333,1.0,0.0384199,0.058181011,3,1,0,0,0.0,6,0.333,0,0.0,0,0,0,1,0.056,0,0.03032584240827395
27,20,0,100.0,0.615384615,0.0023289,0.056035879,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,0.0017194624327399335
29,22,0,100.0,1.0,0.5229071,0.059893643,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.4765905027502844
120,26,0,8.067372598,0.636363636,0.5229071,0.031861461,3,1,0,0,0.0,60,0.5,39,0.325,1,1,0,11,0.108,1,0.4765905027502844
21,15,0,83.47107438,1.0,0.5229071,0.061523955,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,0.4765905027502844
36,19,0,42.44153785,0.5625,0.0003608,0.060266613,2,1,0,0,0.0,24,0.667,0,0.0,0,0,0,4,0.111,1,0.00035073611812108093
23,16,0,100.0,1.0,0.0129268,0.050763001,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.01795597833990607
23,16,0,100.0,1.0,0.0326503,0.058071739,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.01704919715647108
33,26,0,100.0,1.0,0.5229071,0.057735931,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.4765905027502844
91,73,0,9.669201014,0.279411765,0.0003306,0.0360123,4,2,0,0,0.0,66,0.725,12,0.132,0,0,0,5,0.055,1,0.006257645619648066
30,23,0,100.0,1.0,0.5229071,0.065912283,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.4765905027502844
24,15,0,93.33333333,1.0,0.5229071,0.055300821,3,0,0,0,0.0,14,0.583,0,0.0,0,0,0,2,0.083,1,0.4765905027502844
27,20,0,100.0,0.846153846,0.028555,0.065198993,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,0.027271871818780637
21,14,0,100.0,1.0,0.0115013,0.063170152,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.007793185453861091
48,39,0,39.26219512,0.638888889,0.0129268,0.053182973,2,1,0,0,0.0,34,0.708,2,0.042,0,0,0,4,0.083,1,0.01795597833990607
30,23,0,100.0,1.0,0.5229071,0.059299663,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.4765905027502844
22,15,0,100.0,0.625,0.0100856,0.06173751,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,0.01270776837728941
27,20,0,100.0,1.0,0.5229071,0.058688204,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
34,26,0,65.60846561,0.545454545,0.5229071,0.061767453,3,1,0,0,0.0,24,0.706,0,0.0,0,0,0,2,0.059,1,0.4765905027502844
167,15,0,9.540761837,0.636363636,0.5229071,0.043648072,3,1,0,0,0.0,123,0.737,20,0.12,3,1,0,12,0.096,1,0.4765905027502844
42,35,0,100.0,0.37037037,0.5229071,0.061066168,3,1,0,0,0.0,27,0.643,0,0.0,0,0,0,3,0.071,1,0.4765905027502844
41,34,0,100.0,1.0,0.0799628,0.061593614,3,1,0,0,0.0,28,0.683,0,0.0,0,0,0,1,0.024,1,0.07914659914283514
33,26,0,100.0,1.0,0.5229071,0.067606504,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.4765905027502844
25,18,0,100.0,1.0,0.5229071,0.062242795,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
28,22,0,37.47680891,0.611111111,0.0799628,0.037990578,3,1,0,0,0.0,19,0.679,0,0.0,0,0,0,2,0.071,0,0.07914659914283514
33,26,0,100.0,0.526315789,0.0056158,0.053805201,2,1,0,0,0.0,20,0.606,0,0.0,0,0,0,2,0.061,0,0.004187447068787052
26,19,0,100.0,1.0,0.5229071,0.069408169,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.4765905027502844
25,17,0,41.33025759,0.692307692,0.0009613,0.03694883,3,1,0,0,0.0,10,0.4,4,0.16,0,0,0,3,0.12,1,0.010030197524316279
64,25,0,14.36197875,0.65,0.0006227,0.027724912,4,1,0,0,0.0,32,0.5,17,0.266,2,1,0,5,0.125,0,0.0022113484520560837
22,15,0,65.84022039,1.0,0.0012232,0.043389576,2,1,0,0,0.0,7,0.318,3,0.136,0,0,0,1,0.045,0,0.0010650401635627946
17,10,0,100.0,1.0,0.0003954,0.058190595,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,0.0005859859534461963
25,18,0,100.0,1.0,0.5229071,0.065563281,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
32,25,0,100.0,1.0,0.0069695,0.04789465,2,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,0.005727264172733261
37,29,0,40.38049941,0.4,0.0009613,0.047524307,3,2,0,0,0.0,20,0.541,4,0.108,0,0,0,5,0.135,1,0.010030197524316279
29,23,0,54.73684211,0.6,0.0001194,0.053418724,3,2,0,0,0.0,16,0.552,0,0.0,0,0,0,2,0.069,0,0.0016125306894103355
24,17,0,100.0,1.0,0.5229071,0.064075241,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
31,24,0,100.0,0.5625,0.0115013,0.058956289,3,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,0.007793185453861091
24,17,0,100.0,0.666666667,0.5229071,0.053017695,3,1,0,0,0.0,10,0.417,1,0.042,0,0,0,1,0.042,1,0.4765905027502844
47,39,0,40.3879027,0.694444444,0.0129268,0.04710861,2,1,0,0,0.0,31,0.66,5,0.106,0,0,0,3,0.064,1,0.01795597833990607
29,22,0,100.0,1.0,0.0040185,0.056514729,2,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.0030069206224282914
23,17,0,76.6025641,1.0,0.5229071,0.073064318,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.4765905027502844
25,18,0,100.0,1.0,0.5229071,0.054347419,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
51,44,0,100.0,1.0,0.5229071,0.06125191,3,1,0,0,0.0,38,0.745,0,0.0,0,0,0,1,0.02,1,0.4765905027502844
34,28,0,58.72222222,0.7,0.5229071,0.057544897,3,2,0,0,0.0,21,0.618,0,0.0,0,0,0,2,0.059,0,0.4765905027502844
25,18,0,100.0,1.0,0.0082003,0.057639941,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.007382567559475436
38,31,0,100.0,1.0,0.5229071,0.063781985,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,1,0.4765905027502844
41,35,0,39.59183673,0.75,0.0059772,0.045224581,2,2,0,0,0.0,27,0.659,4,0.098,0,0,0,3,0.073,0,0.02319135649332318
24,18,0,57.14285714,0.6,0.5229071,0.049168938,3,2,0,0,0.0,11,0.458,0,0.0,0,0,0,2,0.083,0,0.4765905027502844
19,12,0,100.0,1.0,0.5229071,0.066875936,3,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,0.4765905027502844
18,11,0,100.0,1.0,0.0005417,0.062030891,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,0.0004576678614506788
34,27,0,100.0,0.55,0.012178,0.063104557,2,3,0,0,0.0,19,0.559,0,0.0,0,0,0,3,0.088,1,0.008062653447051678
30,23,0,100.0,1.0,0.0082003,0.054365017,2,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,0.007382567559475436
35,27,0,45.9925534,0.5,0.0059772,0.068090247,2,2,0,0,0.0,24,0.686,0,0.0,0,0,0,3,0.086,1,0.02319135649332318
61,40,0,13.23107619,0.567567568,0.0059772,0.021064518,2,1,0,0,0.0,16,0.262,31,0.508,0,0,0,6,0.098,1,0.02319135649332318
65,31,0,17.95565744,0.571428571,0.0069695,0.054583579,2,2,0,0,0.0,49,0.754,1,0.015,0,0,0,7,0.108,1,0.005727264172733261
30,24,0,58.61904762,0.538461538,0.0008457,0.06511765,6,2,0,0,0.0,16,0.533,0,0.0,0,0,0,3,0.1,0,0.0012703491107556224
31,24,0,100.0,1.0,0.0101825,0.059224056,2,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.006865017921760182
50,37,0,25.70731707,0.310344828,0.0002752,0.053215336,3,3,0,0,0.0,32,0.64,0,0.0,0,0,0,7,0.14,0,0.009918988511253496
46,37,0,31.85575334,0.470588235,0.0059772,0.064121557,2,2,0,0,0.0,33,0.717,1,0.022,0,0,0,4,0.087,1,0.02319135649332318
28,21,0,100.0,0.846153846,0.0115013,0.059855993,3,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,0.007793185453861091
23,16,0,76.58495351,1.0,0.5229071,0.058478546,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.4765905027502844
28,21,0,46.90503652,0.642857143,9.67e-05,0.04989553,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,3,0.107,0,0.00019247713799327613
21,14,0,100.0,1.0,0.0115013,0.064845445,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.007793185453861091
55,34,0,25.46414399,0.290322581,0.0036375,0.052841943,2,1,0,0,0.0,41,0.745,0,0.0,0,0,0,6,0.109,1,0.004298656081849834
24,17,0,100.0,1.0,0.5229071,0.049531214,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
29,23,0,54.35714286,0.466666667,0.0799628,0.057145397,3,2,0,0,0.0,15,0.517,0,0.0,0,0,0,3,0.103,0,0.07914659914283514
28,21,0,100.0,1.0,0.5229071,0.067775247,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,0.4765905027502844
115,64,0,5.629805817,0.2,0.0384199,0.032345118,3,1,0,0,0.0,83,0.722,19,0.165,0,0,0,5,0.043,1,0.03032584240827395
60,43,0,15.56324662,0.230769231,0.0009613,0.031493226,3,1,0,0,0.0,27,0.45,20,0.333,0,0,0,5,0.083,1,0.010030197524316279
22,15,0,100.0,1.0,0.5229071,0.063601754,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.4765905027502844
32,25,0,100.0,0.588235294,0.5229071,0.061472016,3,1,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.067436473,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
31,24,0,100.0,1.0,0.5229071,0.051081903,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.4765905027502844
47,41,0,42.38206912,0.424242424,0.0384199,0.041965695,3,4,0,0,0.0,26,0.553,5,0.106,0,0,0,5,0.106,0,0.03032584240827395
19,12,0,100.0,1.0,0.0101825,0.059596765,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.006865017921760182
31,24,0,100.0,1.0,0.5229071,0.057670895,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.4765905027502844
25,18,0,100.0,1.0,0.5229071,0.065876605,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
25,18,0,100.0,0.727272727,0.028555,0.041978124,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,0.027271871818780637
20,14,0,61.09090909,1.0,0.5229071,0.022624589,3,1,0,0,0.0,2,0.1,6,0.3,0,0,0,1,0.05,0,0.4765905027502844
34,27,0,55.26161082,0.608695652,0.5229071,0.065668068,3,0,0,0,0.0,25,0.735,0,0.0,0,0,0,2,0.059,0,0.4765905027502844
21,14,0,100.0,1.0,0.0384199,0.062723484,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,0.03032584240827395
20,13,0,100.0,1.0,0.5229071,0.055493122,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.4765905027502844
41,29,0,32.12061295,0.769230769,0.0180132,0.032334878,2,2,0,0,0.0,19,0.463,10,0.244,0,0,0,5,0.122,0,0.016292120413697528
18,11,0,100.0,1.0,0.0064109,0.038842358,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,0.0030154751618946592
29,22,0,100.0,1.0,0.5229071,0.061743116,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,0.4765905027502844
22,15,0,100.0,1.0,0.0326503,0.052663196,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.01704919715647108
25,19,0,67.77777778,0.818181818,0.5229071,0.049383961,3,2,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0,0.4765905027502844
23,17,0,60.57692308,1.0,0.0075051,0.040344856,4,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0.006693927132432826
20,13,0,100.0,1.0,0.5229071,0.058941306,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.4765905027502844
25,19,0,42.88888889,0.636363636,0.0001194,0.043194519,3,2,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0,0.0016125306894103355
44,36,0,48.44427761,0.53125,0.5229071,0.036267623,3,1,0,0,0.0,19,0.432,12,0.273,0,0,0,5,0.114,1,0.4765905027502844
38,17,0,56.58343242,0.785714286,0.0094423,0.056576119,2,1,0,0,0.0,25,0.658,0,0.0,0,0,0,5,0.132,1,0.007870176309058402
21,15,0,74.38016529,0.714285714,0.5229071,0.06698284,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,2,0.095,0,0.4765905027502844
26,19,0,100.0,1.0,0.0082003,0.049430034,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.007382567559475436
474,12,1,1.50507832,0.444444444,0.0,0.035683358,2,2,0,0,0.0,312,0.658,100,0.211,10,1,15,29,0.116,1,0.00011976355252914959
22,16,0,63.22907861,1.0,0.0002256,0.052895904,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0.004752046673567329
24,17,0,100.0,1.0,0.5229071,0.056473818,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
27,21,0,65.47481738,1.0,0.5229071,0.063103432,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0.4765905027502844
27,20,0,100.0,1.0,0.5229071,0.067648862,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
26,19,0,100.0,1.0,0.0799628,0.05822265,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.07914659914283514
76,28,0,22.33401033,0.833333333,0.5229071,0.039495756,3,1,0,0,0.0,59,0.776,5,0.066,0,0,0,4,0.053,1,0.4765905027502844
24,18,0,73.22222222,1.0,0.5229071,0.066906993,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,0.4765905027502844
20,13,0,100.0,1.0,0.0326503,0.062633068,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.01704919715647108
40,14,0,34.64052288,1.0,0.0384199,0.056517214,3,0,0,0,0.0,28,0.7,0,0.0,0,0,0,4,0.1,1,0.03032584240827395
66,52,0,27.88193625,0.363636364,0.0002752,0.055916577,3,5,0,0,0.0,48,0.727,0,0.0,0,0,0,7,0.106,0,0.009918988511253496
19,12,0,100.0,1.0,0.0115013,0.059129732,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,0.007793185453861091
475,13,1,1.287401632,0.444444444,0.0,0.034398466,3,2,0,0,0.0,314,0.661,98,0.206,10,1,15,30,0.118,1,0.0001839225985269083
20,14,0,52.72727273,1.0,0.0001858,0.039363159,2,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,0.005145555489020248
27,20,0,100.0,1.0,0.0059772,0.064297148,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.02319135649332318
24,17,0,100.0,1.0,0.5229071,0.066912486,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
36,29,0,52.88615385,1.0,0.5229071,0.060575975,3,1,0,0,0.0,24,0.667,0,0.0,0,0,0,1,0.028,0,0.4765905027502844
28,22,0,79.16897507,1.0,0.5229071,0.057176926,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,0.4765905027502844
37,30,0,100.0,0.5,0.5229071,0.072014321,3,1,0,0,0.0,22,0.595,0,0.0,0,0,0,3,0.081,1,0.4765905027502844
23,16,0,100.0,1.0,0.0059772,0.060797922,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.02319135649332318
22,15,0,100.0,1.0,0.5229071,0.058048685,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.4765905027502844
72,21,0,20.35431235,1.0,0.5229071,0.058377395,3,0,0,0,0.0,56,0.778,0,0.0,0,0,0,8,0.111,1,0.4765905027502844
38,31,0,100.0,1.0,0.5229071,0.057788388,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,1,0.4765905027502844
39,22,0,43.51536758,0.777777778,0.5229071,0.061517324,3,1,0,0,0.0,28,0.718,0,0.0,0,0,0,4,0.103,0,0.4765905027502844
23,17,0,66.80272109,0.8,0.0005336,0.06569983,2,2,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0,0.0005261041771816214
22,15,0,100.0,1.0,0.0056158,0.06684568,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.004187447068787052
36,17,0,45.95323028,1.0,0.5229071,0.052161236,3,0,0,0,0.0,26,0.722,0,0.0,0,0,0,3,0.083,0,0.4765905027502844
31,24,0,100.0,1.0,0.5229071,0.055199217,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,0.4765905027502844
24,17,0,100.0,1.0,0.0075051,0.057310763,4,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.006693927132432826
35,26,0,63.97107166,1.0,0.5229071,0.065805601,3,0,0,0,0.0,25,0.714,0,0.0,0,0,0,2,0.057,1,0.4765905027502844
98,15,0,16.97191697,0.636363636,0.5229071,0.044848366,3,1,0,0,0.0,72,0.735,9,0.092,0,0,0,9,0.092,1,0.4765905027502844
33,26,0,100.0,1.0,0.5229071,0.063379367,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.4765905027502844
36,28,0,47.29749104,0.416666667,0.5229071,0.058025671,3,1,0,0,0.0,25,0.694,0,0.0,0,0,0,4,0.111,0,0.4765905027502844
32,25,0,100.0,1.0,0.5229071,0.059854403,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,0.4765905027502844
24,17,0,100.0,1.0,0.5229071,0.06320355,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,0.4765905027502844
39,33,0,46.31787554,0.333333333,0.0075051,0.046071624,4,5,0,0,0.0,23,0.59,0,0.0,0,0,0,5,0.128,0,0.006693927132432826
27,20,0,100.0,1.0,0.5229071,0.0576468,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
29,23,0,58.9047619,1.0,0.5229071,0.051333554,3,1,0,0,0.0,15,0.517,2,0.069,0,0,0,1,0.034,0,0.4765905027502844
26,19,0,100.0,1.0,0.0180132,0.059689623,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,0.016292120413697528
26,19,0,100.0,0.75,0.0001223,0.06942452,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,0.00011548628279596568
23,16,0,49.57264957,0.875,0.5229071,0.018596348,3,1,0,0,0.0,5,0.217,5,0.217,0,0,0,1,0.043,1,0.4765905027502844
25,18,0,100.0,0.6,0.5229071,0.070340635,3,1,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,0.4765905027502844
28,21,0,100.0,0.857142857,0.028555,0.06126799,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,0.027271871818780637
33,24,0,42.61111111,0.666666667,0.0059772,0.044216222,2,2,0,0,0.0,16,0.485,5,0.152,0,0,0,4,0.121,1,0.02319135649332318
22,15,0,100.0,0.625,0.0033218,0.042458503,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,0.0042430515753184425
29,22,0,100.0,0.866666667,0.028555,0.05886979,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,0.027271871818780637
27,20,0,68.61213235,1.0,0.5229071,0.062315518,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0.4765905027502844
22,15,0,100.0,0.571428571,0.5229071,0.066643258,3,1,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,0.4765905027502844
33,26,0,100.0,1.0,0.5229071,0.064168844,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,0.4765905027502844
22,15,0,80.44077135,0.625,0.0003682,0.050786329,2,2,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0,0.0007784630914394724
47,38,0,30.96810853,0.352941176,0.0009613,0.045977168,3,2,0,0,0.0,28,0.596,5,0.106,0,0,0,6,0.128,1,0.010030197524316279
21,15,0,80.44077135,1.0,0.0008457,0.049163039,6,1,0,0,0.0,7,0.333,2,0.095,0,0,0,1,0.048,0,0.0012703491107556224
37,30,0,100.0,1.0,0.5229071,0.067722143,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,1,0.4765905027502844
35,28,0,46.51388889,0.444444444,5.27e-05,0.063612565,5,2,0,0,0.0,21,0.6,0,0.0,0,0,0,3,0.086,0,0.000299408881322874
27,20,0,100.0,1.0,0.5229071,0.060179459,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,0.4765905027502844
22,15,0,100.0,1.0,0.0799628,0.058494341,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,0.07914659914283514
27,20,0,100.0,0.846153846,0.0326503,0.048094825,2,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,0.01704919715647108
25,18,0,100.0,1.0,0.5229071,0.052023338,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.4765905027502844
20,12,0,64.93055556,1.0,4.67e-05,0.045875532,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,0.00014114990119506917
34,26,0,72.34275696,0.545454545,0.5229071,0.061293807,3,1,0,0,0.0,24,0.706,0,0.0,0,0,0,2,0.059,1,0.4765905027502844
29,22,0,100.0,0.642857143,0.5229071,0.071950199,3,1,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,0.4765905027502844
21,14,0,100.0,0.571428571,3.52e-05,0.050641578,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,8.126812493049437e-05
25,18,0,100.0,1.0,0.0799628,0.05069381,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,0.07914659914283514
28,21,0,100.0,0.785714286,0.0100856,0.059443863,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,0.01270776837728941
23,16,0,100.0,1.0,0.0050842,0.058941044,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,0.005894077692327433
