URLLength,DomainLength,IsDomainIP,TLDLegitimateProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,TLD_freq
32,25,0,0.0069695,2,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.0057272641727332
37,29,0,0.0009613,3,2,0,0,0.0,20,0.541,4,0.108,0,0,0,5,0.135,0.0100301975243162
29,23,0,0.0001194,3,2,0,0,0.0,16,0.552,0,0.0,0,0,0,2,0.069,0.0016125306894103
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
31,24,0,0.0115013,3,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,0.007793185453861
24,17,0,0.5229071,3,1,0,0,0.0,10,0.417,1,0.042,0,0,0,1,0.042,0.4765905027502844
47,39,0,0.0129268,2,1,0,0,0.0,31,0.66,5,0.106,0,0,0,3,0.064,0.017955978339906
29,22,0,0.0040185,2,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.0030069206224282
23,17,0,0.5229071,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
51,44,0,0.5229071,3,1,0,0,0.0,38,0.745,0,0.0,0,0,0,1,0.02,0.4765905027502844
34,28,0,0.5229071,3,2,0,0,0.0,21,0.618,0,0.0,0,0,0,2,0.059,0.4765905027502844
25,18,0,0.0082003,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0073825675594754
38,31,0,0.5229071,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,0.4765905027502844
41,35,0,0.0059772,2,2,0,0,0.0,27,0.659,4,0.098,0,0,0,3,0.073,0.0231913564933231
24,18,0,0.5229071,3,2,0,0,0.0,11,0.458,0,0.0,0,0,0,2,0.083,0.4765905027502844
19,12,0,0.5229071,3,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0.4765905027502844
18,11,0,0.0005417,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,0.0004576678614506
34,27,0,0.012178,2,3,0,0,0.0,19,0.559,0,0.0,0,0,0,3,0.088,0.0080626534470516
30,23,0,0.0082003,2,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.0073825675594754
35,27,0,0.0059772,2,2,0,0,0.0,24,0.686,0,0.0,0,0,0,3,0.086,0.0231913564933231
61,40,0,0.0059772,2,1,0,0,0.0,16,0.262,31,0.508,0,0,0,6,0.098,0.0231913564933231
65,31,0,0.0069695,2,2,0,0,0.0,49,0.754,1,0.015,0,0,0,7,0.108,0.0057272641727332
30,24,0,0.0008457,6,2,0,0,0.0,16,0.533,0,0.0,0,0,0,3,0.1,0.0012703491107556
31,24,0,0.0101825,2,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.0068650179217601
50,37,0,0.0002752,3,3,0,0,0.0,32,0.64,0,0.0,0,0,0,7,0.14,0.0099189885112534
46,37,0,0.0059772,2,2,0,0,0.0,33,0.717,1,0.022,0,0,0,4,0.087,0.0231913564933231
28,21,0,0.0115013,3,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,0.007793185453861
23,16,0,0.5229071,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0.4765905027502844
28,21,0,9.67e-05,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,3,0.107,0.0001924771379932
21,14,0,0.0115013,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.007793185453861
55,34,0,0.0036375,2,1,0,0,0.0,41,0.745,0,0.0,0,0,0,6,0.109,0.0042986560818498
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
29,23,0,0.0799628,3,2,0,0,0.0,15,0.517,0,0.0,0,0,0,3,0.103,0.0791465991428351
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
115,64,0,0.0384199,3,1,0,0,0.0,83,0.722,19,0.165,0,0,0,5,0.043,0.0303258424082739
60,43,0,0.0009613,3,1,0,0,0.0,27,0.45,20,0.333,0,0,0,5,0.083,0.0100301975243162
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
32,25,0,0.5229071,3,1,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
47,41,0,0.0384199,3,4,0,0,0.0,26,0.553,5,0.106,0,0,0,5,0.106,0.0303258424082739
19,12,0,0.0101825,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0068650179217601
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
25,18,0,0.028555,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,0.0272718718187806
20,14,0,0.5229071,3,1,0,0,0.0,2,0.1,6,0.3,0,0,0,1,0.05,0.4765905027502844
34,27,0,0.5229071,3,0,0,0,0.0,25,0.735,0,0.0,0,0,0,2,0.059,0.4765905027502844
21,14,0,0.0384199,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.0303258424082739
20,13,0,0.5229071,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.4765905027502844
41,29,0,0.0180132,2,2,0,0,0.0,19,0.463,10,0.244,0,0,0,5,0.122,0.0162921204136975
18,11,0,0.0064109,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,0.0030154751618946
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
22,15,0,0.0326503,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.017049197156471
25,19,0,0.5229071,3,2,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0.4765905027502844
23,17,0,0.0075051,4,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0.0066939271324328
20,13,0,0.5229071,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.4765905027502844
25,19,0,0.0001194,3,2,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0.0016125306894103
44,36,0,0.5229071,3,1,0,0,0.0,19,0.432,12,0.273,0,0,0,5,0.114,0.4765905027502844
38,17,0,0.0094423,2,1,0,0,0.0,25,0.658,0,0.0,0,0,0,5,0.132,0.0078701763090584
21,15,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,2,0.095,0.4765905027502844
26,19,0,0.0082003,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0073825675594754
474,12,1,0.0,2,2,0,0,0.0,312,0.658,100,0.211,10,1,15,29,0.116,0.0001197635525291
22,16,0,0.0002256,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0.0047520466735673
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
27,21,0,0.5229071,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
26,19,0,0.0799628,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0791465991428351
76,28,0,0.5229071,3,1,0,0,0.0,59,0.776,5,0.066,0,0,0,4,0.053,0.4765905027502844
24,18,0,0.5229071,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0.4765905027502844
20,13,0,0.0326503,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.017049197156471
40,14,0,0.0384199,3,0,0,0,0.0,28,0.7,0,0.0,0,0,0,4,0.1,0.0303258424082739
66,52,0,0.0002752,3,5,0,0,0.0,48,0.727,0,0.0,0,0,0,7,0.106,0.0099189885112534
19,12,0,0.0115013,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.007793185453861
475,13,1,0.0,3,2,0,0,0.0,314,0.661,98,0.206,10,1,15,30,0.118,0.0001839225985269
20,14,0,0.0001858,2,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0.0051455554890202
27,20,0,0.0059772,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0231913564933231
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
36,29,0,0.5229071,3,1,0,0,0.0,24,0.667,0,0.0,0,0,0,1,0.028,0.4765905027502844
28,22,0,0.5229071,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0.4765905027502844
37,30,0,0.5229071,3,1,0,0,0.0,22,0.595,0,0.0,0,0,0,3,0.081,0.4765905027502844
23,16,0,0.0059772,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0231913564933231
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
72,21,0,0.5229071,3,0,0,0,0.0,56,0.778,0,0.0,0,0,0,8,0.111,0.4765905027502844
38,31,0,0.5229071,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,0.4765905027502844
39,22,0,0.5229071,3,1,0,0,0.0,28,0.718,0,0.0,0,0,0,4,0.103,0.4765905027502844
23,17,0,0.0005336,2,2,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0.0005261041771816
22,15,0,0.0056158,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.004187447068787
36,17,0,0.5229071,3,0,0,0,0.0,26,0.722,0,0.0,0,0,0,3,0.083,0.4765905027502844
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
24,17,0,0.0075051,4,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0066939271324328
35,26,0,0.5229071,3,0,0,0,0.0,25,0.714,0,0.0,0,0,0,2,0.057,0.4765905027502844
98,15,0,0.5229071,3,1,0,0,0.0,72,0.735,9,0.092,0,0,0,9,0.092,0.4765905027502844
33,26,0,0.5229071,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.4765905027502844
36,28,0,0.5229071,3,1,0,0,0.0,25,0.694,0,0.0,0,0,0,4,0.111,0.4765905027502844
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
39,33,0,0.0075051,4,5,0,0,0.0,23,0.59,0,0.0,0,0,0,5,0.128,0.0066939271324328
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
29,23,0,0.5229071,3,1,0,0,0.0,15,0.517,2,0.069,0,0,0,1,0.034,0.4765905027502844
26,19,0,0.0180132,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0162921204136975
26,19,0,0.0001223,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,0.0001154862827959
23,16,0,0.5229071,3,1,0,0,0.0,5,0.217,5,0.217,0,0,0,1,0.043,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,0.4765905027502844
28,21,0,0.028555,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,0.0272718718187806
33,24,0,0.0059772,2,2,0,0,0.0,16,0.485,5,0.152,0,0,0,4,0.121,0.0231913564933231
22,15,0,0.0033218,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,0.0042430515753184
29,22,0,0.028555,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,0.0272718718187806
27,20,0,0.5229071,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0.4765905027502844
22,15,0,0.5229071,3,1,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,0.4765905027502844
33,26,0,0.5229071,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.4765905027502844
22,15,0,0.0003682,2,2,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0.0007784630914394
47,38,0,0.0009613,3,2,0,0,0.0,28,0.596,5,0.106,0,0,0,6,0.128,0.0100301975243162
21,15,0,0.0008457,6,1,0,0,0.0,7,0.333,2,0.095,0,0,0,1,0.048,0.0012703491107556
37,30,0,0.5229071,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,0.4765905027502844
35,28,0,5.27e-05,5,2,0,0,0.0,21,0.6,0,0.0,0,0,0,3,0.086,0.0002994088813228
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
22,15,0,0.0799628,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.0791465991428351
27,20,0,0.0326503,2,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,0.017049197156471
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
20,12,0,4.67e-05,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.000141149901195
34,26,0,0.5229071,3,1,0,0,0.0,24,0.706,0,0.0,0,0,0,2,0.059,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,0.4765905027502844
21,14,0,3.52e-05,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,8.126812493049437e-05
25,18,0,0.0799628,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.0791465991428351
28,21,0,0.0100856,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,0.0127077683772894
23,16,0,0.0050842,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0058940776923274
28,21,0,0.0033282,3,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,0.0054364098308767
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
34,27,0,0.5229071,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,0.4765905027502844
46,37,0,0.0059772,2,2,0,0,0.0,30,0.652,4,0.087,0,0,0,4,0.087,0.0231913564933231
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
24,17,0,0.028555,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,0.0272718718187806
45,36,0,0.5229071,3,1,0,0,0.0,31,0.689,3,0.067,0,0,0,3,0.067,0.4765905027502844
54,34,0,0.001502,3,2,0,0,0.0,38,0.704,3,0.056,0,0,0,5,0.093,0.0263693679050788
24,17,0,0.012178,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0080626534470516
20,14,0,0.5229071,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
18,11,0,0.0064109,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,0.0030154751618946
21,14,0,0.0799628,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.0791465991428351
28,21,0,0.028555,2,2,0,0,0.0,13,0.464,0,0.0,0,0,0,3,0.107,0.0272718718187806
31,24,0,0.5229071,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,0.4765905027502844
67,39,0,0.0036375,2,1,0,0,0.0,52,0.776,0,0.0,0,0,0,7,0.104,0.0042986560818498
33,14,0,0.0069695,2,0,0,0,0.0,23,0.697,0,0.0,0,0,0,3,0.091,0.0057272641727332
35,28,0,0.5229071,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
25,19,0,0.5229071,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0.4765905027502844
39,32,0,0.5229071,3,1,0,0,0.0,24,0.615,0,0.0,0,0,0,3,0.077,0.4765905027502844
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
49,18,0,0.001502,3,1,0,0,0.0,29,0.592,5,0.102,0,0,0,7,0.143,0.0263693679050788
104,20,0,0.0001819,5,1,0,0,0.0,83,0.798,6,0.058,0,0,0,7,0.067,0.0017151851630067
32,25,0,0.5229071,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.4765905027502844
22,15,0,0.5229071,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.4765905027502844
38,19,0,0.0059772,2,2,0,0,0.0,24,0.632,1,0.026,0,0,0,5,0.132,0.0231913564933231
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
58,11,0,0.5229071,3,0,0,0,0.0,30,0.517,12,0.207,0,0,0,9,0.155,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
29,22,0,0.5229071,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,0.4765905027502844
28,19,0,0.001502,3,1,0,0,0.0,14,0.5,1,0.036,0,0,0,5,0.179,0.0263693679050788
22,15,0,0.0180132,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.0162921204136975
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
29,21,0,0.001502,3,1,0,0,0.0,14,0.483,4,0.138,0,0,0,3,0.103,0.0263693679050788
26,12,0,0.0036375,2,0,0,0,0.0,12,0.462,3,0.115,0,0,0,3,0.115,0.0042986560818498
27,20,0,0.0799628,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0791465991428351
24,17,0,0.0384199,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0303258424082739
116,64,0,0.0384199,3,1,0,0,0.0,90,0.776,13,0.112,0,0,0,5,0.043,0.0303258424082739
20,13,0,0.028555,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,0.0272718718187806
24,17,0,0.0040185,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0030069206224282
57,15,0,0.0022172,2,0,0,0,0.0,39,0.684,3,0.053,0,0,0,7,0.123,0.0011933582555583
27,20,0,0.028555,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,0.0272718718187806
32,26,0,0.001502,3,2,0,0,0.0,19,0.594,0,0.0,0,0,0,2,0.062,0.0263693679050788
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
37,29,0,0.0017656,4,1,0,0,0.0,13,0.351,12,0.324,0,0,0,4,0.108,0.006304695586713
17,10,0,0.0005302,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,0.0002651907234574
19,12,0,0.0027596,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.0013815581238184
33,26,0,0.0094423,2,2,0,0,0.0,19,0.576,0,0.0,0,0,0,2,0.061,0.0078701763090584
26,19,0,0.0799628,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0791465991428351
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
23,16,0,0.0036375,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.0042986560818498
83,12,0,0.5229071,3,0,0,0,0.0,64,0.771,3,0.036,1,1,0,6,0.096,0.4765905027502844
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
45,28,0,0.0059772,2,2,0,0,0.0,32,0.711,0,0.0,0,0,0,5,0.111,0.0231913564933231
31,12,0,3.36e-05,2,1,0,0,0.0,17,0.548,1,0.032,0,0,0,5,0.161,7.271358546412654e-05
21,14,0,0.012178,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.0080626534470516
25,18,0,0.0050842,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,0.0058940776923274
39,31,0,0.5229071,3,1,0,0,0.0,21,0.538,6,0.154,0,0,0,4,0.103,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
22,15,0,0.0023289,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,0.0017194624327399
33,24,0,0.5229071,3,0,0,0,0.0,22,0.667,0,0.0,0,0,0,3,0.091,0.4765905027502844
30,16,0,0.0002861,3,0,0,0,0.0,20,0.667,0,0.0,0,0,0,2,0.067,0.0002266952958587
21,14,0,0.5229071,3,1,0,0,0.0,7,0.333,1,0.048,0,0,0,1,0.048,0.4765905027502844
28,21,0,0.028555,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,0.0272718718187806
17,10,0,0.5229071,3,1,0,0,0.0,3,0.176,1,0.059,0,0,0,1,0.059,0.4765905027502844
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
26,18,0,0.0009613,3,1,0,0,0.0,15,0.577,1,0.038,0,0,0,2,0.077,0.0100301975243162
20,13,0,0.0799628,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,0.0791465991428351
30,22,0,0.0799628,3,1,0,0,0.0,20,0.667,0,0.0,0,0,0,3,0.1,0.0791465991428351
32,25,0,0.0064109,2,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,0.0030154751618946
22,15,0,0.5229071,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0.4765905027502844
34,28,0,0.0100856,2,2,0,0,0.0,21,0.618,0,0.0,0,0,0,2,0.059,0.0127077683772894
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
25,18,0,0.5229071,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.4765905027502844
19,12,0,0.0056158,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,0.004187447068787
26,20,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0.4765905027502844
23,16,0,0.0129268,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.017955978339906
23,16,0,0.5229071,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,0.4765905027502844
23,17,0,0.0384199,3,1,0,0,0.0,10,0.435,1,0.043,0,0,0,1,0.043,0.0303258424082739
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
26,20,0,0.0075051,4,2,0,0,0.0,8,0.308,5,0.192,0,0,0,2,0.077,0.0066939271324328
27,20,0,0.0384199,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.0303258424082739
28,22,0,0.5229071,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
55,46,0,0.5229071,3,1,0,0,0.0,28,0.509,13,0.236,0,0,0,6,0.109,0.4765905027502844
43,34,0,0.5229071,3,1,0,0,0.0,29,0.674,0,0.0,0,0,0,6,0.14,0.4765905027502844
26,19,0,0.0033282,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.0054364098308767
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
24,17,0,0.0101825,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.0068650179217601
24,17,0,0.5229071,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,0.4765905027502844
27,20,0,0.0115013,3,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,0.007793185453861
27,20,0,1.99e-05,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,6.843631573094262e-05
36,29,0,0.0141483,2,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,0.0079428898945225
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
29,23,0,0.5229071,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0.4765905027502844
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
56,47,0,0.0059772,2,2,0,0,0.0,17,0.304,23,0.411,0,0,0,8,0.143,0.0231913564933231
26,19,0,0.5229071,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,0.4765905027502844
285,14,1,0.0,3,2,0,0,0.0,171,0.6,54,0.189,6,3,0,28,0.13,0.0001026544735964
34,27,0,0.0100856,2,2,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,0.0127077683772894
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
24,15,0,0.001502,3,1,0,0,0.0,11,0.458,2,0.083,0,0,0,3,0.125,0.0263693679050788
27,20,0,0.5229071,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,0.4765905027502844
30,23,0,0.5229071,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,0.4765905027502844
33,26,0,0.5229071,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,0.4765905027502844
20,14,0,0.5229071,3,1,0,0,0.0,6,0.3,1,0.05,0,0,0,2,0.1,0.4765905027502844
42,34,0,0.0009613,3,2,0,0,0.0,28,0.667,3,0.071,0,0,0,3,0.071,0.0100301975243162
21,14,0,0.5229071,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,0.4765905027502844
28,21,0,0.5229071,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,0.4765905027502844
25,18,0,0.0326503,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,0.017049197156471
